3.72734e-09	0.000195323
3.72241e-09	0.000195264
3.71116e-09	0.000195256
3.70494e-09	0.000195207
3.69452e-09	0.000195192
3.68306e-09	0.000195186
3.67092e-09	0.000195186
3.66526e-09	0.000195132
3.6545e-09	0.00019512
3.64291e-09	0.000195115
3.63578e-09	0.000195074
3.62679e-09	0.000195048
3.61985e-09	0.000195004
3.61333e-09	0.000194958
3.6032e-09	0.000194941
3.59211e-09	0.000194932
3.57926e-09	0.000194937
3.57107e-09	0.000194904
3.56186e-09	0.00019488
3.55227e-09	0.000194859
3.54706e-09	0.000194801
3.53876e-09	0.000194769
3.53129e-09	0.000194731
3.52395e-09	0.000194691
3.51503e-09	0.000194664
3.50616e-09	0.000194637
3.49635e-09	0.000194617
3.48973e-09	0.000194572
3.48258e-09	0.00019453
3.47379e-09	0.000194502
3.4615e-09	0.000194503
3.45533e-09	0.000194454
3.44292e-09	0.000194455
3.43397e-09	0.000194429
3.42293e-09	0.000194419
3.41715e-09	0.000194367
3.40473e-09	0.000194369
3.40161e-09	0.000194294
3.39328e-09	0.000194262
3.38433e-09	0.000194236
3.37631e-09	0.000194202
3.36797e-09	0.00019417
3.36051e-09	0.000194131
3.34979e-09	0.000194119
3.34146e-09	0.000194087
3.33343e-09	0.000194053
3.32451e-09	0.000194026
3.31565e-09	0.000193999
3.30758e-09	0.000193965
3.30242e-09	0.000193907
3.30459e-09	0.00019379
3.29393e-09	0.000193777
3.28525e-09	0.000193748
3.27896e-09	0.0001937
3.27095e-09	0.000193666
3.25998e-09	0.000193655
3.25233e-09	0.000193618
3.24491e-09	0.000193579
3.23594e-09	0.000193553
3.22762e-09	0.000193521
3.21681e-09	0.000193509
3.2118e-09	0.000193451
3.20578e-09	0.0001934
3.19664e-09	0.000193375
3.18697e-09	0.000193354
3.17976e-09	0.000193313
3.16907e-09	0.000193301
3.16185e-09	0.00019326
3.15488e-09	0.000193217
3.14785e-09	0.000193175
3.14017e-09	0.000193138
3.1345e-09	0.000193084
3.12652e-09	0.00019305
3.11682e-09	0.000193029
3.10978e-09	0.000192987
3.10028e-09	0.000192965
3.09113e-09	0.00019294
3.0822e-09	0.000192913
3.0745e-09	0.000192876
3.06459e-09	0.000192858
3.05702e-09	0.00019282
3.04704e-09	0.000192802
3.04001e-09	0.000192759
3.02884e-09	0.000192751
3.01917e-09	0.00019273
3.01226e-09	0.000192687
3.00641e-09	0.000192635
2.99714e-09	0.000192611
2.98419e-09	0.000192617
2.97556e-09	0.000192588
2.96833e-09	0.000192547
2.95883e-09	0.000192525
2.95203e-09	0.000192481
2.94299e-09	0.000192455
2.93452e-09	0.000192424
2.92909e-09	0.000192369
2.92005e-09	0.000192343
2.90897e-09	0.000192334
2.90455e-09	0.00019227
2.8955e-09	0.000192244
2.89081e-09	0.000192183
2.87741e-09	0.000192192
2.87075e-09	0.000192147
2.86381e-09	0.000192104
2.85621e-09	0.000192066
2.84777e-09	0.000192036
2.83691e-09	0.000192025
2.82899e-09	0.00019199
2.82068e-09	0.000191958
2.81047e-09	0.000191941
2.80619e-09	0.000191877
2.7973e-09	0.000191849
2.78942e-09	0.000191814
2.78268e-09	0.000191769
2.77113e-09	0.000191764
2.76317e-09	0.000191729
2.75362e-09	0.000191708
2.74445e-09	0.000191683
2.73516e-09	0.000191659
2.72881e-09	0.000191611
2.72168e-09	0.000191569
2.71142e-09	0.000191554
2.70539e-09	0.000191503
2.69662e-09	0.000191475
2.68794e-09	0.000191446
2.67852e-09	0.000191423
2.6692e-09	0.0001914
2.65905e-09	0.000191383
2.65203e-09	0.000191341
2.64456e-09	0.000191302
2.63682e-09	0.000191265
2.6288e-09	0.000191231
2.61946e-09	0.000191208
2.61142e-09	0.000191174
2.60348e-09	0.000191139
2.59577e-09	0.000191102
2.5896e-09	0.000191053
2.58112e-09	0.000191022
2.57149e-09	0.000191001
2.56501e-09	0.000190954
2.55461e-09	0.000190939
2.54887e-09	0.000190887
2.53914e-09	0.000190866
2.53023e-09	0.000190839
2.52106e-09	0.000190815
2.51566e-09	0.000190759
2.5105e-09	0.000190701
2.50539e-09	0.000190643
2.49531e-09	0.000190626
2.48775e-09	0.000190588
2.48202e-09	0.000190535
2.47678e-09	0.000190478
2.46646e-09	0.000190462
2.45872e-09	0.000190426
2.44858e-09	0.000190409
2.44194e-09	0.000190363
2.43415e-09	0.000190327
2.4279e-09	0.000190279
2.42087e-09	0.000190236
2.41279e-09	0.000190202
2.40466e-09	0.000190169
2.39697e-09	0.000190132
2.38882e-09	0.000190099
2.37978e-09	0.000190073
2.37096e-09	0.000190045
2.36395e-09	0.000190003
2.35598e-09	0.000189968
2.34855e-09	0.000189929
2.33953e-09	0.000189903
2.33603e-09	0.000189832
2.32631e-09	0.000189812
2.31806e-09	0.000189779
2.31211e-09	0.000189728
2.30184e-09	0.000189712
2.29454e-09	0.000189672
2.28705e-09	0.000189633
2.27886e-09	0.000189601
2.27529e-09	0.00018953
2.26516e-09	0.000189513
2.25414e-09	0.000189503
2.24804e-09	0.000189453
2.23849e-09	0.000189432
2.2321e-09	0.000189384
2.22257e-09	0.000189362
2.21849e-09	0.000189296
2.2071e-09	0.000189289
2.20123e-09	0.000189237
2.19225e-09	0.000189211
2.18693e-09	0.000189155
2.1767e-09	0.000189138
2.16967e-09	0.000189096
2.16082e-09	0.000189069
2.15233e-09	0.000189038
2.14706e-09	0.000188981
2.13877e-09	0.000188949
2.13101e-09	0.000188913
2.12384e-09	0.000188872
2.11759e-09	0.000188823
2.11583e-09	0.000188737
2.11044e-09	0.000188682
2.10128e-09	0.000188657
2.09564e-09	0.000188603
2.08512e-09	0.000188589
2.07763e-09	0.000188551
2.06953e-09	0.000188517
2.0644e-09	0.000188459
2.05562e-09	0.000188431
2.04723e-09	0.0001884
2.04044e-09	0.000188356
2.03432e-09	0.000188306
2.03002e-09	0.000188241
2.01836e-09	0.000188237
2.01163e-09	0.000188192
